Stock,Author,Title,AskingPrice,Notes,ISBN,,,,,
897,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag, with competition leaflet and flyer.",0141322032,,,,,
898,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",0141322032,,,,,
899,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",0141322032,,,,,
902,"Higson, Charlie",Young Bond 2:Blood Fever,9.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
909,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",0141322032,,,,,
910,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",0141322032,,,,,
911,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",0141322032,,,,,
912,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
913,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
914,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
915,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
916,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
917,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
918,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
919,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
920,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
921,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
938,"Higson, Charlie",Young Bond 1: Silverfin,29,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. ",0141318597,,,,,
939,"Higson, Charlie",Young Bond 2:Blood Fever,9.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
944,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
945,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
946,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
947,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
948,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
949,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
953,"Higson, Charlie",Young Bond 1: Silverfin,20,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. VG condition, light wear only, light staining to edge of page block only.",0141318597,,,,,
954,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
989,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
990,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
991,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
992,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
993,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
994,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
995,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
996,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
997,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
998,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
999,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",n/a,,,,,
1002,"Higson, Charlie",Young Bond 3: Double or Die,122.24,"UK Uncorrected proof, Puffin 2007. Signed by Author to title page. VG condition, light wear to edges, single crease to spine, light bump to top of spine.",9780141322032,,,,,
1004,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
1007,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. Signed by Author to title page with ""shaken not stirred"" dedication. VG Condition, light wear to edges and 2 minor bumps to spine.",0141318597,,,,,
1008,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
1060,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1061,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1062,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1063,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1064,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1065,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1066,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1067,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1068,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1069,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,n/a,,,,,
1080,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",9780141383910,,,,,
1081,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",9780141383910,,,,,
1082,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",9780141383910,,,,,
1083,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",9780141383910,,,,,
1084,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",9780141383910,,,,,
1085,"Higson, Charlie",Young Bond 4: Hurricane Gold,37.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1086,"Higson, Charlie",Young Bond 4: Hurricane Gold,37.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1087,"Higson, Charlie",Young Bond 4: Hurricane Gold,37.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1088,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1089,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1090,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1091,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1092,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1093,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1094,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1095,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1096,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1097,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1098,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1099,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1100,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1104,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
1105,"Higson, Charlie",Young Bond 2:Blood Fever,14.99,"UK 1/1 PBO, Puffin 2006. VG+ condition. Very light wear to edges and v light creasing to spine. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
1106,"Higson, Charlie",Young Bond 4: Hurricane Gold,72.24,"UK 1/1 HB, Puffin 2007. Signed & numbered limited edition - no 1276 of 1500. Fine gold hardback with wraparound band as issued. ",9780141383910,,,,,
1107,"Higson, Charlie",Young Bond 4: Hurricane Gold,72.24,"UK 1/1 HB, Puffin 2007. Signed & numbered limited edition - no 1379 of 1500. Fine gold hardback with wraparound band as issued. ",9780141383910,,,,,
1108,"Higson, Charlie",Young Bond 3: Double or Die,99.99,UK limited signed collectors edition. Puffin 2007. No 943 of 999. Opened only to confirm contents. ,9780141384153,,,,,
1122,"Higson, Charlie",Young Bond 4: Hurricane Gold,57.24,"UK 1/1 HB, Puffin 2007. Signed by Charlie Higson to title page with additional ""007"" added. Fine gold hardback with wraparound band as issued. ",9780141383910,,,,,
1126,"Higson, Charlie",Young Bond 4: Hurricane Gold,72.24,"UK 1/1 HB, Puffin 2007. Signed & numbered limited edition - no 1062 of 1500. Fine gold hardback with wraparound band as issued. ",9780141383910,,,,,
1127,"Higson, Charlie",Young Bond 1: Silverfin,29,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. Fine, light handling only.",0141318597,,,,,
1159,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",9780141383910,,,,,
1180,"Higson, Charlie",Young Bond 2:Blood Fever,9.99,"UK 1/1 PBO, Puffin 2006. VG+ condition, lightest of wear only. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
1235,"Higson, Charlie",Young Bond 1: Silverfin,150,"UK Uncorrected proof, Puffin 2005. Vg condition, light wear to covers, small ink mark to top of page block. ",0141318597,,,,,
1236,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",0141322032,,,,,
1237,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition unsealed foil bag.",0141322032,,,,,
1264,"Higson, Charlie",Young Bond 5: By Royal Command,99.99,"UK 1/1 HB, Puffin 2008. Signed & Numbered edition, this is 212 of 2000. Fine Condition",9780141384511,,,,,
1265,"Higson, Charlie",Young Bond 5: By Royal Command,99.99,"UK 1/1 HB, Puffin 2008. Signed & Numbered edition, this is 217 of 2000. Fine Condition",9780141384511,,,,,
1267,"Higson, Charlie",Young Bond 5: By Royal Command,39.99,"UK 1/1 HB, Puffin 2008. Signed & Numbered edition, this is 1605 of 2000. Fine Condition",9780141384511,,,,,
1268,"Higson, Charlie",Young Bond 5: By Royal Command,39.99,"UK 1/1 HB, Puffin 2008. Signed & Numbered edition, this is 1610 of 2000. Fine Condition",9780141384511,,,,,
1269,"Higson, Charlie",Young Bond 5: By Royal Command,39.99,"UK 1/1 HB, Puffin 2008. Signed & Numbered edition, this is 1624 of 2000. Fine Condition",9780141384511,,,,,
1270,"Higson, Charlie",Young Bond 5: By Royal Command,39.99,"UK 1/1 HB, Puffin 2008. Signed & Numbered edition, this is 1756 of 2000. Fine Condition",9780141384511,,,,,
1271,"Higson, Charlie",Young Bond 5: By Royal Command,39.99,"UK 1/1 HB, Puffin 2008. Signed & Numbered edition, this is 1757 of 2000. Fine Condition",9780141384511,,,,,
1272,"Higson, Charlie",Young Bond 5: By Royal Command,25,"UK 1/1 HB, Puffin 2008. Fine Condition. With original advance publishers bookmark",9780141384511,,,,,
1273,"Higson, Charlie",Young Bond 5: By Royal Command,25,"UK 1/1 HB, Puffin 2008. Fine Condition. With original advance publishers bookmark",9780141384511,,,,,
1274,"Higson, Charlie",Young Bond 5: By Royal Command,25,"UK 1/1 HB, Puffin 2008. Fine Condition. With original advance publishers bookmark",9780141384511,,,,,
1275,"Higson, Charlie",Young Bond 5: By Royal Command,25,"UK 1/1 HB, Puffin 2008. Fine Condition. With original advance publishers bookmark",9780141384511,,,,,
1276,"Higson, Charlie",Young Bond 5: By Royal Command,25,"UK 1/1 HB, Puffin 2008. Fine Condition. With original advance publishers bookmark",9780141384511,,,,,
1277,"Higson, Charlie",Young Bond 5: By Royal Command,25,"UK 1/1 HB, Puffin 2008. Fine Condition. With original advance publishers bookmark",9780141384511,,,,,
1278,"Higson, Charlie",Young Bond 5: By Royal Command,25,"UK 1/1 HB, Puffin 2008. Fine Condition. With original advance publishers bookmark",9780141384511,,,,,
1280,"Higson, Charlie",Young Bond 5: By Royal Command,39.99,"UK 1/1 HB, Puffin 2008. Signed & Numbered edition, this is 1137 of 2000. Fine Condition",9780141384511,,,,,
1297,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition unsealed foil bag.",0141322032,,,,,
1304,"Higson, Charlie",Young Bond 4: Hurricane Gold,39.99,"UK Ltd Edn Collectors HB, Puffin 2008. Signed & Numbered 119/999, HB in F/F condition in Slipcase, cellophane neatly opened to check contents.",9780141384986,,,,,
1305,"Higson, Charlie",Young Bond 4: Hurricane Gold,69.99,"UK Ltd Edn Collectors HB, Puffin 2008. Signed & Numbered 082/999, HB in F/F condition in Slipcase, cellophane neatly opened to check contents.",9780141384986,,,,,
1324,"Higson, Charlie",Young Bond 3: Double or Die,72.24,"UK 1/1 Uncorrected Proof, Puffin 2007. Fine condition, lightest shelfwear only.",9780141322032,,,,,
1325,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 Uncorrected Proof, Puffin 2007. Spiral bound format as issued. Fine condition, lightest shelfwear only.",9780141383910,,,,,
1339,"Higson, Charlie",Young Bond 3: Double or Die,9.99,"UK 1/1 PBO, Puffin 2007. Fine condition without original foil bag",9780141322032,,,,,
1351,"Higson, Charlie",Young Bond 3: Double or Die,72.24,"UK 1/1 Uncorrected Proof, Puffin 2007. Fine condition, lightest shelfwear only.",9780141322032,,,,,
1359,"Higson, Charlie",Young Bond 2:Blood Fever,97.24,"UK Uncorrected proof, Puffin 2006. Fine condition, includes Character cards 001/006 inclusive in foil envelope.",0141318600,,,,,
1360,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 Uncorrected Proof, Puffin 2007. Spiral bound format as issued. Fine condition, lightest shelfwear only.",9780141383910,,,,,
1559,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 Uncorrected Proof, Puffin 2007. Spiral bound format as issued. Fine condition, lightest shelfwear only.",9780141383910,,,,,
1560,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 Uncorrected Proof, Puffin 2007. Spiral bound format as issued. Fine condition, lightest shelfwear only.",9780141383910,,,,,
1666,"Higson, Charlie",Young Bond 2:Blood Fever,9.99,"UK 1/1 PBO, Puffin 2006. VG+ condition. Very light wear to edges. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
1338,"Higson, Charlie & Walker, Kev",Young Bond 1: Silverfin - The Graphic Novel,14.99,"UK 1/1 PBO, Puffin 2008. Fine condition. Graphic novel based on the Young Bond debut story.",9780141322537,,,,,
611,"Jenner, Caryn",James Bond Jr: Barbella's revenge,0.99,"UK 1st edn mini HB, Buzz 1993. VG. Light rubbing only.",1855912872,,,,,
1171,"Jenner, Caryn",James Bond Jr: Tunnel of Doom,17.24,"UK 1/1 mini HB, Buzz Books 1993. VG+ condition, light wear only",1855912864,,,,,
1312,"Vincent, John",James Bond Jr: The Eiffel Target,7.24,"UK 1/1 PBO, Fantail 1993. VG condition, light wear to edges only.",0140903747,,,,,
281,"Benson, Raymond",Die Another Day,5.49,"Promo Audiobook issued by Hodder Headline of the Die Another Day novelisation read by Samantha Bond (Moneypenny in the film). Single Cassette, 65mins. ",1840328509,,,,,
338,"Benson, Raymond",Die Another Day,6.99,"UK paperback reprint of the novelisation of the latest Bond film. Issued simultaneously with the Hardback edition. Coronet 2002, Fine.",340826029,,,,,
339,"Benson, Raymond",Die Another Day,5.49,"Promo Audiobook issued by Hodder Headline of the Die Another Day novelisation read by Samantha Bond (Moneypenny in the film). Single Cassette, 65mins. ",1840328509,,,,,
900,"Benson, Raymond",Die Another Day,7.24,"UK Audiobook, Hodder Headline 2002. Two cassettes, approx 2 hours. Read by Samantha Bond. New, sealed in original sellophane",1840327251,,,,,
901,"Benson, Raymond",Die Another Day,7.24,"UK Audiobook, Hodder Headline 2002. Two cassettes, approx 2 hours. Read by Samantha Bond. New, sealed in original sellophane",1840327251,,,,,
194,Bond,Dr No Postcard,15,"Greetings card published by Duns Tew featuring the Peff artwork from the Pan Paperback first edition of Dr No"" - the card is signed on the inside ""Best Wishes PEFF""",,,,,,
195,Bond,"The World is Not Enough Sunseeker"" Poster""",15,"59.5cm x 42cm (portrait) full colour promo poster. Top half is TWINE promo poster with film credits blended into bottom half which has Sunseeker logo and pictures of two of their boats with flames in the background (the Cigar girl"" is piloting one of the ",,,,,,
196,Bond,Tomorrow Never Dies - Now Shooting Poster,5,"30x40cm (landscape) full colour UK cinema teaser poster. Brosnan holding gun with TND logo and the legend Now shooting around the world"".""",,,,,,
197,Bond,Tomorrow Never Dies - UK Cinema Teaser Poster,5,30x40cm (landscape) full colour TND UK Cinema Teaser poster. TV screens in background featuring the supporting characters. Brosnan in front with Wai Lin & Paris Carver standing behind him. TND/007 logo at bottom with the film credits.,,,,,,
198,Bond,007 Navy Careers Postcard,4,"10.5x15cm card issued by Boomerang to promote recruitment to the Navy. Bond silhouette logo on front with the legend Feared by his enemies / Adored by the Nation / Trained by the Navy."" Back section of card is a prepaid info card for Navy recruits. Issued",,,,,,
199,Bond,Tomorrow Never Dies Postcard - Set of 4,3,"Set of 4 UIP promo postcards for Tomorrow Never Dies"". Card #1 - Brosnan / Hatcher. Card #2 - Brosnan shooting. Card #3 - Pryce & Otto. Card #4 - Brosnan / Yeoh on motorbike.  Postcards are available individually at �1.00 each.""",,,,,,
200,Bond,Flicks Guide to Tomorrow Never Dies,6,36page guide to Bond and TND. Colour photography and articles on the film and the making of it. ,,,,,,
201,Bond,James Bond Ericsson Competition Leaflet,6,"A4 6 side foldout leaflet advertising Ericsson and featuring a James Bond Codebreaker competition. Everything is advertised with reference to Bond, lots of colour photography.",,,,,,
202,Bond,Flicks - Dec 1997,4,"Flicks cinema magazine - Dec 1997. Brosnan on cover, 2 page article on Tomorrow Never Dies"" with pictures and profiles",,,,,,
203,Bond,Flicks Nov 1995,5,"Cinemagoers magazine, Nov 1995 issue featuring Goldeneye. Brosnan/Scorupco cover and 2 page article on Goldeneye. ",,,,,,
204,Bond,Evening Standard TWINE 007 Promo Supplement,8,"Evening Standard 007 Promo Supplement - 12.11.99. 16page mini magazine featuring 007 articles and pictures along with various Bond-related"" advertising.""",,,,,,
2,Bond,Inside Film - The World is Not Enough,6,"Souvenir film programme produced in association with Odeon cinemas. A5 sized, 36pages featuring articles and review along with various Bond advertising.",,,,,,
206,Bond,Goldfinger - Franklin Mint Commemorative Plate,50,"One of the set of 6 plates issued by Franklin Mint in the early nineties to commemorate the Connery films. Fantastic artwork by Dirk Bobuick featuring Bond, Goldfinger, Oddjob, Masterson painted gold and the Aston Martin DB7.  Gold rim with James Bond 007",,,,,,
207,Bond,John Smiths Beer Can - TWINE Premiere Contest,4,"John Smiths beer can (empty!). 007 World premiere contest - features silhouette Bond logo on front of can, back panel features rules and contest details, rim of can has 007 logo and world premiere. Includes widget""!. Price includes postage in cardboard tu",,,,,,
255,Bond,Sunday Times Magazine: Licence to Thrill,6,"Sunday Times Special Supplement - Licence to Thrill - 40 years of Bond. 20.10.02. A 40 page supplement with focus on Die Another Day"" as well as a retrospective.""",,,,,,
256,Bond,Skyscene: 40 Years of Bond,6,Skyscene (Britannia Airways inflight magazine) featuring a four page article on forty years of Bond by James Howell. A little rubbed and a couple of minor creases.,,,,,,
257,Bond,007 Playing Cards (Films 1/19),6,"Two packs of Playing Cards - first covers films 1/10, the second films 11/19. Issued by Carta Mundi. Lovely item.",,,,,,
261,Bond,Sunday Express Bond Supplement: 27.10.02,5,"Sunday Express S:2 supplement, 27.10.02. 17pages of Bond related articles.",,,,,,
275,Bond,The Little Book of Bond,5,"UK 1st Hb edn, Boxtree, 2001, F/F. Interesting mini hardback featuring the best quotes from the bond films. Just the thing so you can practise getting them word perfect.",752220306,,,,,
276,Bond,The Little Book of Bond,5,"UK 1st Hb edn, Boxtree, 2001, F/F. Interesting mini hardback featuring the best quotes from the bond films. Just the thing so you can practise getting them word perfect.",752220306,,,,,
282,Bond,Just Another Day,8.99,Promo DVD of behind the scenes footage from Die Another Day. ,,,,,,
283,Bond,Just Another Day,8.99,Promo DVD of behind the scenes footage from Die Another Day. ,,,,,,
284,Bond,Bond is Back: News of the World Supplement ,3,"News of the World supplement, Nov 2002, 24 pages. Features and colour pics from Die Another Day as well as the other Bond films. Articles and trivia.",,,,,,
285,Bond,Night & Day: Die Another Day Collectors Edition Nov 03 2002,5,Mail on Sunday supplement dedicated to Die Another Day. Articles and pics around the new film. Includes Bond competition scratchcard.,,,,,,
286,Bond,Night & Day: Die Another Day Collectors Edition Nov 03 2002,4.5,Mail on Sunday supplement dedicated to Die Another Day. Articles and pics around the new film. Does not includes Bond competition scratchcard.,,,,,,
287,Bond,Night & Day: Die Another Day Collectors Edition Nov 03 2002,4.5,Mail on Sunday supplement dedicated to Die Another Day. Articles and pics around the new film. Does not includes Bond competition scratchcard.,,,,,,
288,Bond,Unreel: December 2002,2,"Odeon Magazine for December 2002 featuring Brosnan cover and 7 pages covering review, article on Bond phenomenon and competition.",,,,,,
289,Bond,Mail on Sunday Die Another Day Doublesided Poster,3,Mail on Sunday doublesided Die Another Day poster. 42cm x 29.5cm full colour poster features gun on ice logo on oneside and main film poster featuring characters on the other side.,,,,,,
290,Bond,Die Another Day Odeon Cinemas Postcard,1,"Promo colour postcard 14.5cm x 10.5cm issued by Odeon Cinemas. Features main film poster with main characters on front, with Odeon booking details on rear.",,,,,,
291,Bond,Kodak Competition Form,1,Kodak competition form 14.5cm x 10.5cm featuring Bond shadow logo in front of the Die Another Day Ice background. Competition details on rear.,,,,,,
292,Bond,Philishave Bonds Shaver of Choice Leaflet,2,Philishave leaflet titles James Bonds Shaver of Choice Trifold A4,,,,,,
293,Bond,AOL Die Another Day CD Rom,3,"Promo CD Rom from AOL featuring behind the scenes footage, themes etc. In Bond cover.",,,,,,
295,Bond,Aristoc: 007 Fishnets,20,007 Fishnet stockings with silver trim in 007 wraparound packaging. Issued by Aristoc. Packaging a little bumped.,,,,,,
297,Bond,Aristoc: 007 Gun Seamed Holdup Stockings,20,007 Holdup stockings with diamante gun on top. Comes in 007 wraparound packaging. Issued by Aristoc. Packaging a little bumped.,,,,,,
299,Bond,Aristoc: 007 Stocking & Suspender Belt Set,25,007 stockings with diamante studded suspender belt set. Comes in 007 wraparound packaging. Issued by Aristoc.,,,,,,
301,Bond,Aristoc: 007 Tights and Garter,22,007 Tights with diamante garter. Comes in 007 wraparound packaging. Issued by Aristoc. Packaging a little bumped.,,,,,,
